Winner,title_bout,weight_class,gender,no_of_rounds,B_current_streak,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_decision,B_win_finish,B_Stance,B_Height_cms,B_Reach_cms,R_current_streak,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_decision,R_win_finish,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age,streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,decision_dif,finish_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,better_rank,rank_diff,B_is_35plus,R_is_35plus,year
Red,False,Bantamweight,MALE,3,2,4.625,0.4375,0.5,0.75,0.395,1,8,0,1,2,Switch,167.64,167.64,1,5.7285714290000005,0.412857143,0.428571429,0.428571429,0.178571429,3,35,0,5,6,Orthodox,160.02,170.18,27,31,1,-8,2,-27,0,-4,-4,7.62,-2.54,-4,-11.03571429,0.071428571,0.321428571,20.0,6.0,Red,14.0,0.0,0.0,2018
Blue,False,Middleweight,MALE,3,1,3.065217391,0.523913043,0.347826087,0.608695652,0.267391304,8,61,5,8,7,Southpaw,185.42,187.96,1,1.1400000000000001,0.5072,0.32,0.24,0.11,10,38,6,1,14,Southpaw,182.88,187.96,41,39,0,0,2,23,-1,7,-7,2.54,0.0,2,19.25217391,0.027826087,0.368695652,12.0,9.0,Red,3.0,1.0,1.0,2018
Red,False,Middleweight,MALE,3,1,1.7,0.73,2.0,1.0,1.0,0,1,0,0,1,Southpaw,185.42,187.96,1,1.8916666670000002,0.41,0.333333333,1.75,0.431666667,4,27,1,6,2,Southpaw,185.42,198.12,33,27,0,-7,4,-26,-1,-6,-1,0.0,-10.16,6,-1.91666667,1.666666667,-0.75,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Heavyweight,MALE,3,-1,3.45,0.525,0.0,0.0,0.0,1,4,0,0,1,Orthodox,190.5,187.96,-1,2.0833333329999997,0.486666667,1.0,1.333333333,0.261666667,2,10,0,0,4,Orthodox,187.96,203.2,40,27,0,-3,1,-6,0,0,-3,2.54,-15.24,13,13.66666667,-1.0,-1.333333333,14.0,10.0,Red,4.0,0.0,1.0,2018
Red,False,Lightweight,MALE,3,3,3.9,0.37,0.0,1.0,0.212,1,15,0,4,0,Southpaw,167.64,167.64,1,4.5,0.36,0.5,2.5,0.275,1,6,0,0,1,Orthodox,167.64,177.8,31,34,2,3,0,9,0,4,-1,0.0,-10.16,-3,-6.0,-0.5,-1.5,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Welterweight,MALE,3,1,5.5625,0.36625,0.5,1.375,0.47875,2,22,0,4,2,Orthodox,185.42,193.04,4,6.6,0.408,0.6,0.4,0.228,1,15,0,3,1,Orthodox,180.34,185.42,31,27,-3,2,-1,7,0,1,1,5.08,7.62,4,-10.375,-0.1,0.975,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Welterweight,MALE,3,1,1.15,0.57,0.0,1.0,0.33,1,4,0,1,0,Orthodox,180.34,187.96,1,3.2428571429999997,0.454285714,0.857142857,1.0,0.371428571,2,18,1,2,3,Orthodox,180.34,182.88,27,33,0,-4,1,-14,-1,-1,-3,0.0,5.08,-6,-20.92857143,-0.857142857,0.0,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Middleweight,MALE,3,-1,3.3600000000000003,0.5,0.0,0.6,0.432,2,8,0,1,2,Orthodox,185.42,195.58,-1,2.615789474,0.405263158,0.894736842,1.684210526,0.270526316,7,51,1,5,7,Orthodox,185.42,198.12,36,29,0,-9,5,-43,-1,-4,-5,0.0,-2.54,7,7.44210526,-0.894736842,-1.084210526,20.0,20.0,neither,0.0,0.0,1.0,2018
Blue,False,Welterweight,MALE,3,1,3.8,0.53,0.0,1.0,0.11,0,3,0,1,0,Southpaw,177.8,193.04,3,3.9666666669999997,0.466666667,0.0,1.333333333,0.376666667,0,6,0,1,2,Orthodox,182.88,195.58,36,30,-2,-2,0,-3,0,0,-2,-5.08,-2.54,6,-1.66666667,0.0,-0.333333333,20.0,20.0,neither,0.0,0.0,1.0,2018
Red,False,Middleweight,MALE,3,-1,0.5,0.2,0.0,0.0,0.0,1,2,0,0,0,Orthodox,193.04,205.74,-1,3.0,0.5,1.0,2.0,0.4,1,3,0,0,0,Orthodox,185.42,185.42,29,29,0,0,0,-1,0,0,0,7.62,20.32,0,-25.0,-1.0,-2.0,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Lightweight,MALE,5,-1,3.691666667,0.448333333,0.916666667,2.333333333,0.444166667,3,26,1,4,5,Orthodox,175.26,195.58,-1,4.066666667,0.441111111,0.055555556,0.388888889,0.203333333,5,43,0,7,6,Orthodox,180.34,190.5,32,25,0,-4,2,-17,1,-3,-1,-5.08,5.08,7,-3.75,0.861111111,1.944444444,7.0,4.0,Red,3.0,0.0,0.0,2018
Red,False,Featherweight,MALE,3,-1,6.564285714,0.495,0.142857143,0.785714286,0.432857143,4,42,0,6,4,Orthodox,172.72,177.8,-1,6.108695652,0.428695652,0.434782609,2.913043478,0.304782609,7,80,8,9,7,Orthodox,167.64,172.72,36,34,0,-6,3,-38,-8,-3,-3,5.08,5.08,2,4.55590062,-0.291925466,-2.127329192,4.0,3.0,Red,1.0,0.0,1.0,2018
Red,False,Heavyweight,MALE,3,-1,5.96,0.392,0.0,0.0,0.0,3,11,0,1,1,Orthodox,193.04,198.12,2,3.7,0.535,0.0,1.5,0.375,0,4,0,1,1,Southpaw,185.42,198.12,30,28,-3,0,-3,7,0,0,0,7.62,0.0,2,22.6,0.0,-1.5,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Middleweight,MALE,3,4,2.476923077,0.443076923,0.0,0.153846154,0.076923077,4,20,0,1,8,Orthodox,187.96,193.04,-1,2.016666667,0.431666667,0.0,1.833333333,0.413333333,3,16,0,3,0,Orthodox,185.42,198.12,36,34,5,6,-1,4,0,-2,8,2.54,-5.08,2,4.6025641,0.0,-1.679487179,11.0,8.0,Red,3.0,0.0,1.0,2018
Red,False,Bantamweight,MALE,3,3,3.5333333330000003,0.416666667,0.666666667,4.666666667,0.443333333,0,7,0,2,1,Orthodox,170.18,180.34,-1,4.488888889,0.476666667,0.777777778,1.777777778,0.495555556,3,24,0,3,3,Orthodox,170.18,180.34,28,26,4,-3,3,-17,0,-1,-2,0.0,0.0,2,-9.55555556,-0.111111111,2.888888889,14.0,8.0,Red,6.0,0.0,0.0,2018
Blue,False,Lightweight,MALE,3,2,3.6125,0.44625,0.25,0.375,0.12375,3,18,0,0,5,Switch,182.88,190.5,-3,3.0714285709999998,0.37,1.392857143,1.214285714,0.414285714,11,68,0,8,9,Southpaw,172.72,180.34,34,28,5,-12,8,-50,0,-8,-4,10.16,10.16,6,5.41071429,-1.142857143,-0.839285714,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Welterweight,MALE,3,1,2.175,0.335,0.125,2.875,0.435,3,19,0,2,3,Orthodox,175.26,182.88,-1,4.6,0.3875,0.25,2.5,0.33,2,25,0,6,0,Southpaw,185.42,187.96,34,30,2,-1,-1,-6,0,-4,3,-10.16,-5.08,4,-24.25,-0.125,0.375,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Welterweight,MALE,3,1,6.066666667,0.466666667,0.333333333,0.333333333,0.083333333,2,8,0,0,1,Orthodox,182.88,190.5,2,3.5799999999999996,0.488,0.4,0.8,0.3,2,12,0,0,3,Orthodox,180.34,185.42,34,24,-1,-2,0,-4,0,0,-2,2.54,5.08,10,24.86666667,-0.066666667,-0.466666667,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Light Heavyweight,MALE,3,2,4.42,0.504,0.1,3.4,0.363,4,22,0,4,2,Orthodox,187.96,193.04,-2,5.36,0.479,0.0,3.3,0.508,4,25,1,4,2,Orthodox,190.5,200.66,28,37,4,0,0,-3,-1,0,0,-2.54,-7.62,-9,-9.4,0.1,0.1,11.0,10.0,Red,1.0,1.0,0.0,2018
Red,False,Welterweight,MALE,3,1,3.0375,0.36375,0.5,2.0,0.54125,5,23,0,1,2,Southpaw,180.34,185.42,-1,3.05,0.375,0.875,1.0,0.31,4,20,0,2,2,Orthodox,182.88,185.42,28,33,2,-1,-1,3,0,-1,0,-2.54,0.0,-5,-0.125,-0.375,1.0,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Lightweight,MALE,5,-1,11.3,0.55,0.0,0.0,0.0,1,5,0,0,1,Orthodox,180.34,177.8,1,4.589473684,0.501052632,0.578947368,1.263157895,0.280526316,5,39,0,5,9,Southpaw,175.26,182.88,29,29,-2,-13,4,-34,0,-5,-8,5.08,-5.08,0,67.10526316,-0.578947368,-1.263157895,6.0,5.0,Red,1.0,0.0,0.0,2018
Blue,False,Welterweight,MALE,3,-1,2.945454545,0.5,0.545454545,2.090909091,0.25,4,25,0,2,5,Orthodox,180.34,193.04,-3,5.707142857,0.359285714,0.642857143,0.428571429,0.136428571,7,41,3,2,5,Orthodox,187.96,190.5,33,30,2,0,3,-16,-3,0,0,-7.62,2.54,3,-27.61688312,-0.097402598,1.662337662,20.0,12.0,Red,8.0,0.0,0.0,2018
Red,False,Middleweight,MALE,3,-1,4.35,0.485,1.0,1.25,0.605,2,10,0,1,1,Southpaw,182.88,187.96,1,5.2,0.69,0.0,0.0,0.0,0,2,0,0,1,Switch,193.04,203.2,28,24,-2,1,-2,8,0,1,0,-10.16,-15.24,4,-8.5,1.0,1.25,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Women's Strawweight,FEMALE,3,-1,5.585714286,0.465714286,0.142857143,0.285714286,0.142857143,4,17,0,1,2,Orthodox,170.18,170.18,-2,3.425,0.635,1.5,1.75,0.915,2,9,0,0,2,Orthodox,160.02,157.48,32,30,1,1,-2,8,0,1,0,10.16,12.7,2,21.60714286,-1.357142857,-1.464285714,10.0,7.0,Red,3.0,0.0,0.0,2018
Blue,False,Middleweight,MALE,3,3,2.2,0.40875,0.625,3.0,0.48125,3,20,1,2,3,Orthodox,187.96,200.66,1,2.668181818,0.517727273,0.5,0.954545455,0.179090909,10,47,0,5,7,Orthodox,182.88,187.96,37,28,2,-7,7,-27,1,-3,-4,5.08,12.7,9,-4.68181818,0.125,2.045454545,20.0,20.0,neither,0.0,0.0,1.0,2018
Blue,False,Flyweight,MALE,3,2,3.108333333,0.425833333,0.833333333,0.583333333,0.220833333,5,32,1,2,5,Orthodox,167.64,167.64,-2,2.2600000000000002,0.339,0.5,3.5,0.387,4,25,1,4,2,Southpaw,162.56,165.1,33,34,4,1,-1,7,0,-2,3,5.08,2.54,-1,8.48333333,0.333333333,-2.916666667,10.0,6.0,Red,4.0,0.0,0.0,2018
Blue,False,Middleweight,MALE,3,3,4.066666667,0.424,0.0,1.0,0.224666667,4,40,0,10,1,Orthodox,185.42,187.96,-2,3.566666667,0.457777778,0.111111111,1.0,0.378888889,3,23,0,5,1,Southpaw,185.42,195.58,28,30,5,5,-1,17,0,5,0,0.0,-7.62,-2,5.0,-0.111111111,0.0,15.0,13.0,Red,2.0,0.0,0.0,2018
Blue,False,Welterweight,MALE,3,-2,2.5684210530000002,0.362631579,0.473684211,1.421052632,0.363157895,6,49,1,8,5,Southpaw,187.96,190.5,-3,1.8399999999999999,0.534,0.8,1.2,0.15,4,8,2,1,0,Orthodox,187.96,187.96,29,36,1,12,-2,41,-1,7,5,0.0,2.54,-7,7.28421053,-0.326315789,0.221052632,20.0,20.0,neither,0.0,1.0,0.0,2018
Blue,False,Heavyweight,MALE,3,1,4.2,0.44,0.0,0.0,0.0,0,3,0,1,0,Orthodox,195.58,205.74,1,2.4,0.48,0.0,1.0,1.0,0,3,0,1,0,Orthodox,185.42,190.5,31,26,0,0,0,0,0,0,0,10.16,15.24,5,18.0,0.0,-1.0,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Bantamweight,MALE,3,2,3.785714286,0.35,0.142857143,0.428571429,0.141428571,2,16,1,3,2,Orthodox,167.64,170.18,-1,3.025,0.5175,0.75,2.0,0.77,2,10,0,1,1,Southpaw,170.18,175.26,31,28,3,3,0,6,1,2,1,-2.54,-5.08,3,7.60714286,-0.607142857,-1.571428571,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Bantamweight,MALE,3,-1,1.7666666670000002,0.466666667,0.333333333,1.333333333,0.386666667,2,5,0,0,1,Orthodox,172.72,185.42,-2,4.766666667,0.526666667,0.333333333,0.333333333,0.166666667,2,5,0,0,1,Southpaw,167.64,170.18,32,36,1,0,0,0,0,0,0,5.08,15.24,-4,-30.0,0.0,1.0,20.0,20.0,neither,0.0,1.0,0.0,2018
Red,True,Lightweight,MALE,5,5,4.85,0.457,0.3,0.8,0.258,2,23,1,4,4,Orthodox,177.8,177.8,9,5.033333333,0.512222222,0.444444444,4.777777778,0.371111111,0,24,0,5,4,Orthodox,177.8,177.8,29,30,-4,-1,-2,-1,1,-1,0,0.0,0.0,-1,-1.83333333,-0.144444444,-3.977777778,11.0,2.0,Red,9.0,0.0,0.0,2018
Red,True,Women's Strawweight,FEMALE,5,-1,11.77777778,0.434444444,0.0,0.222222222,0.166666667,1,32,7,6,2,Orthodox,167.64,165.1,2,3.942857143,0.457142857,0.857142857,2.142857143,0.565714286,2,18,2,1,4,Orthodox,165.1,165.1,25,30,-3,3,1,14,5,5,-2,2.54,0.0,-5,78.34920637,-0.857142857,-1.920634921,1.0,0.0,Red,1.0,0.0,0.0,2018
Red,False,Featherweight,MALE,3,2,8.0,0.445,0.0,1.0,0.33,0,6,0,1,1,Orthodox,180.34,182.88,-1,6.775,0.45,0.25,1.25,0.475,1,11,0,2,1,Orthodox,180.34,182.88,28,30,3,-1,1,-5,0,-1,0,0.0,0.0,-2,12.25,-0.25,-0.25,13.0,11.0,Red,2.0,0.0,0.0,2018
Red,False,Featherweight,MALE,3,1,3.725,0.34,0.0,1.25,0.1825,2,12,0,2,0,Orthodox,170.18,177.8,2,3.95,0.585,1.5,6.0,0.53,0,5,0,0,2,Orthodox,185.42,185.42,27,31,-1,0,-2,7,0,2,-2,-15.24,-7.62,-4,-2.25,-1.5,-4.75,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Lightweight,MALE,3,-2,5.9,0.56,0.0,0.0,0.0,2,8,0,1,0,Orthodox,172.72,172.72,-2,2.128,0.424,1.16,1.32,0.3984,11,50,0,2,12,Orthodox,177.8,180.34,33,31,0,-13,9,-42,0,-1,-12,-5.08,-7.62,2,37.72,-1.16,-1.32,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Women's Strawweight,FEMALE,3,4,3.8666666669999996,0.436666667,1.0,1.166666667,0.566666667,1,15,0,3,2,Orthodox,162.56,165.1,1,7.583333333000001,0.336666667,0.0,0.166666667,0.083333333,2,18,1,4,0,Orthodox,160.02,162.56,32,33,3,1,1,-3,-1,-1,2,2.54,2.54,-1,-37.16666666,1.0,1.0,8.0,4.0,Red,4.0,0.0,0.0,2018
Blue,False,Lightweight,MALE,3,3,3.35,0.515,0.5,2.625,0.32,2,22,1,2,4,Southpaw,175.26,177.8,-1,6.6444444439999995,0.393333333,0.833333333,1.5,0.326666667,7,46,0,8,3,Southpaw,177.8,177.8,36,29,4,-5,5,-24,1,-6,1,-2.54,0.0,7,-32.94444444,-0.333333333,1.125,20.0,14.0,Red,6.0,0.0,1.0,2018
Blue,False,Women's Flyweight,FEMALE,3,-2,4.2,0.448,0.0,0.8,0.28,3,11,0,1,1,Orthodox,172.72,170.18,-3,4.833333333000001,0.435,0.333333333,0.666666667,0.248333333,4,15,0,1,1,Orthodox,167.64,162.56,29,30,1,0,1,-4,0,0,0,5.08,7.62,-1,-6.33333333,-0.333333333,0.133333333,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Heavyweight,MALE,5,3,10.06666667,0.576666667,0.0,1.0,0.5,0,9,0,2,1,Orthodox,200.66,203.2,2,5.233333333,0.534666667,0.266666667,0.6,0.208666667,4,36,3,4,7,Orthodox,193.04,195.58,40,29,1,-8,4,-27,-3,-2,-6,7.62,7.62,11,48.33333337,-0.266666667,0.4,8.0,3.0,Red,5.0,0.0,1.0,2018
Blue,False,Light Heavyweight,MALE,3,2,4.2375,0.5175,0.25,1.375,0.5375,4,21,0,2,2,Orthodox,187.96,198.12,-1,2.477777778,0.548888889,0.222222222,0.333333333,0.111111111,3,16,0,1,5,Orthodox,185.42,200.66,38,35,3,-2,-1,5,0,1,-3,2.54,-2.54,3,17.59722222,0.027777778,1.041666667,11.0,4.0,Red,7.0,1.0,1.0,2018
Red,False,Bantamweight,MALE,3,-2,7.4,0.345,0.0,0.0,0.0,2,6,0,0,0,Orthodox,172.72,180.34,-1,3.45,0.53,0.0,0.5,0.5,1,5,0,0,1,Orthodox,170.18,172.72,24,31,-1,-1,-1,1,0,0,-1,2.54,7.62,-7,39.5,0.0,-0.5,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Welterweight,MALE,3,2,2.575,0.4,0.5,1.375,0.33,4,19,0,2,2,Southpaw,182.88,190.5,4,2.675,0.54375,0.625,1.375,0.21375,2,22,0,4,2,Southpaw,182.88,187.96,26,31,-2,-2,-2,-3,0,-2,0,0.0,2.54,-5,-1.0,-0.125,0.0,20.0,15.0,Red,5.0,0.0,0.0,2018
Red,False,Welterweight,MALE,3,-1,3.4,0.33,0.0,1.0,0.2,1,3,0,0,0,Switch,182.88,195.58,-1,3.44,0.356,0.2,0.0,0.0,2,10,0,1,2,Southpaw,185.42,187.96,30,26,0,-3,1,-7,0,-1,-2,-2.54,7.62,4,-0.4,-0.2,1.0,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Lightweight,MALE,3,3,3.3,0.4125,0.25,1.75,0.1775,1,12,0,2,1,Orthodox,180.34,190.5,-1,3.7571428570000003,0.462857143,0.571428571,0.285714286,0.19,2,16,0,3,2,Southpaw,177.8,177.8,27,33,4,-2,1,-4,0,-1,-1,2.54,12.7,-6,-4.57142857,-0.321428571,1.464285714,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Featherweight,MALE,3,5,3.733333333,0.351666667,1.333333333,0.166666667,0.055,1,15,0,0,5,Switch,172.72,175.26,2,6.263636364,0.432272727,0.454545455,3.045454545,0.318636364,6,79,8,9,7,Orthodox,167.64,172.72,36,27,3,-11,5,-64,-8,-9,-2,5.08,2.54,9,-25.30303031,0.878787878,-2.878787878,3.0,2.0,Red,1.0,0.0,1.0,2018
Red,False,Bantamweight,MALE,3,1,3.6333333330000004,0.396666667,0.0,0.0,0.0,2,8,0,0,1,Orthodox,175.26,177.8,1,14.1,0.55,0.0,3.0,0.5,0,3,0,1,0,Switch,180.34,182.88,23,29,0,0,-2,5,0,-1,1,-5.08,-5.08,-6,-104.6666667,0.0,-3.0,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Heavyweight,MALE,3,1,2.4583333329999997,0.45875,0.208333333,0.125,0.104166667,9,47,5,4,11,Orthodox,190.5,195.58,-1,2.389473684,0.451578947,1.052631579,0.315789474,0.236842105,7,35,0,2,10,Orthodox,210.82,213.36,30,39,2,3,-2,12,5,2,1,-20.32,-17.78,-9,0.68859649,-0.844298246,-0.190789474,12.0,10.0,Red,2.0,1.0,0.0,2018
Blue,False,Women's Bantamweight,FEMALE,3,3,3.3666666669999996,0.44,0.666666667,2.0,0.62,0,8,0,2,1,Orthodox,172.72,172.72,-2,2.15,0.49,1.0,1.75,0.6875,2,10,1,0,2,Southpaw,167.64,172.72,35,26,5,1,2,-2,-1,2,-1,5.08,0.0,9,12.16666667,-0.333333333,0.25,5.0,6.0,Blue,-1.0,0.0,1.0,2018
Red,False,Bantamweight,MALE,3,4,3.15,0.49875,0.875,0.75,0.225,3,15,0,1,4,Orthodox,167.64,165.1,-1,4.408333333,0.4325,0.0,0.75,0.27,4,34,3,3,5,Orthodox,160.02,167.64,33,31,5,-3,1,-19,-3,-2,-1,7.62,-2.54,2,-12.58333333,0.875,0.0,10.0,8.0,Red,2.0,0.0,0.0,2018
Red,False,Middleweight,MALE,3,-5,3.7,0.483,0.2,1.5,0.421,7,25,0,1,2,Southpaw,175.26,180.34,1,2.327777778,0.452222222,0.555555556,2.055555556,0.444444444,8,36,1,6,4,Orthodox,187.96,193.04,34,40,-6,-7,1,-11,-1,-5,-2,-12.7,-12.7,-6,13.72222222,-0.355555556,-0.555555556,20.0,20.0,neither,0.0,1.0,0.0,2018
Blue,False,Welterweight,MALE,3,-1,3.775,0.3775,0.25,0.5,0.165,2,10,0,2,0,Orthodox,180.34,182.88,-2,2.1055555559999997,0.385,0.777777778,0.888888889,0.210555556,8,36,0,3,7,Orthodox,182.88,187.96,42,31,1,-8,6,-26,0,-1,-7,-2.54,-5.08,11,16.69444444,-0.527777778,-0.388888889,20.0,20.0,neither,0.0,0.0,1.0,2018
Blue,False,Bantamweight,MALE,3,2,8.0,0.485,0.0,6.0,0.73,0,6,0,2,0,Orthodox,167.64,162.56,2,2.875,0.3225,0.75,2.25,0.395,2,22,0,2,4,Orthodox,172.72,172.72,33,28,0,-4,2,-16,0,0,-4,-5.08,-10.16,5,51.25,-0.75,3.75,20.0,7.0,Red,13.0,0.0,0.0,2018
Red,False,Light Heavyweight,MALE,3,-1,2.95,0.75,0.0,0.0,0.0,1,4,0,0,1,Orthodox,190.5,193.04,2,4.05,0.44,1.0,3.0,0.565,0,6,0,2,0,Orthodox,187.96,200.66,29,30,-3,-1,-1,-2,0,-2,1,2.54,-7.62,-1,-11.0,-1.0,-3.0,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Featherweight,MALE,5,2,3.8592592590000003,0.442222222,0.37037037,1.0,0.261851852,13,73,0,7,7,Orthodox,172.72,180.34,2,5.18,0.348,0.2,1.8,0.232,1,13,0,3,1,Orthodox,167.64,177.8,32,31,0,10,-12,60,0,4,6,5.08,2.54,1,-13.20740741,0.17037037,-0.8,7.0,4.0,Red,3.0,0.0,0.0,2018
Red,False,Women's Strawweight,FEMALE,3,3,6.528571429,0.508571429,0.142857143,0.714285714,0.308571429,1,20,0,5,1,Orthodox,154.94,152.4,1,7.416666666999999,0.555,0.416666667,1.916666667,0.5425,4,29,1,5,3,Orthodox,154.94,157.48,26,28,2,-2,3,-9,-1,0,-2,0.0,-5.08,-2,-8.88095238,-0.273809524,-1.202380953,5.0,2.0,Red,3.0,0.0,0.0,2018
Blue,False,Light Heavyweight,MALE,3,1,1.422222222,0.426666667,0.222222222,1.111111111,0.375555556,3,16,0,2,4,Orthodox,177.8,185.42,3,2.6,0.46,0.266666667,0.6,0.277333333,5,36,1,2,8,Southpaw,190.5,203.2,34,34,-2,-4,2,-20,-1,0,-4,-12.7,-17.78,0,-11.77777778,-0.044444445,0.511111111,8.0,5.0,Red,3.0,0.0,0.0,2018
Blue,False,Welterweight,MALE,3,-1,2.633333333,0.416666667,0.333333333,0.0,0.0,2,7,0,0,1,Orthodox,180.34,193.04,-1,4.1,0.483333333,0.0,0.166666667,0.166666667,2,13,0,0,4,Orthodox,177.8,180.34,26,32,0,-3,0,-6,0,0,-3,2.54,12.7,-6,-14.66666667,0.333333333,-0.166666667,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Bantamweight,MALE,3,1,3.033333333,0.43,0.666666667,0.666666667,0.443333333,1,5,0,0,2,Switch,167.64,167.64,-1,5.107692308,0.366153846,0.230769231,1.461538462,0.279230769,4,40,6,4,5,Orthodox,167.64,177.8,31,31,2,-7,3,-35,-6,-4,-3,0.0,-10.16,0,-20.74358975,0.435897436,-0.794871795,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Women's Bantamweight,FEMALE,3,1,5.0,0.401428571,1.142857143,0.285714286,0.285714286,3,19,0,1,3,Orthodox,167.64,172.72,-1,1.8555555559999999,0.472222222,0.333333333,1.666666667,0.516666667,4,17,1,2,3,Orthodox,167.64,167.64,37,40,2,-1,1,2,-1,-1,0,0.0,5.08,-3,31.44444444,0.80952381,-1.380952381,8.0,7.0,Red,1.0,1.0,1.0,2018
Blue,False,Women's Strawweight,FEMALE,3,-1,6.483333333,0.491666667,0.0,0.166666667,0.166666667,4,16,0,2,0,Orthodox,160.02,162.56,2,2.975,0.295,0.5,0.25,0.0825,1,10,0,2,1,Orthodox,170.18,170.18,26,33,-3,-1,-3,6,0,0,-1,-10.16,-7.62,-7,35.08333333,-0.5,-0.083333333,20.0,14.0,Red,6.0,0.0,0.0,2018
Blue,False,Welterweight,MALE,3,-2,3.9299999999999997,0.542,0.0,0.3,0.14,4,19,0,3,3,Southpaw,182.88,185.42,-1,2.861538462,0.560769231,0.692307692,0.153846154,0.153846154,5,27,0,3,5,Orthodox,187.96,195.58,34,36,-1,-2,1,-8,0,0,-2,-5.08,-10.16,-2,10.68461538,-0.692307692,0.146153846,20.0,20.0,neither,0.0,1.0,0.0,2018
Red,False,Bantamweight,MALE,3,1,1.9285714290000002,0.408571429,0.571428571,1.428571429,0.19,4,14,0,1,2,Orthodox,170.18,177.8,1,1.9384615379999999,0.438461538,1.307692308,2.461538462,0.361538462,4,32,0,5,4,Orthodox,167.64,170.18,33,31,0,-6,0,-18,0,-4,-2,2.54,7.62,2,-0.09890109,-0.736263737,-1.032967033,20.0,20.0,neither,0.0,0.0,0.0,2018
Blue,False,Flyweight,MALE,3,1,2.4,0.6,3.0,2.0,0.5,0,2,0,0,1,Orthodox,167.64,165.1,1,4.966666667,0.476666667,0.333333333,3.333333333,0.513333333,2,9,0,1,0,Orthodox,167.64,172.72,27,25,0,0,2,-7,0,-1,1,0.0,-7.62,2,-25.66666667,2.666666667,-1.333333333,20.0,20.0,neither,0.0,0.0,0.0,2018
Red,False,Welterweight,MALE,5,3,3.218181818,0.362727273,0.363636364,0.090909091,0.090909091,5,20,0,1,5,Orthodox,177.8,190.5,-3,4.365384615,0.495384615,0.384615385,0.730769231,0.309615385,7,54,1,6,13,Orthodox,185.42,185.42,34,30,6,-13,2,-34,-1,-5,-8,-7.62,5.08,4,-11.47202797,-0.020979021,-0.63986014,15.0,11.0,Red,4.0,0.0,0.0,2018
Red,False,Heavyweight,MALE,3,-1,5.82,0.5,0.0,1.0,0.498,2,16,0,1,2,Orthodox,190.5,198.12,-1,2.716666667,0.558333333,0.0,0.333333333,0.235833333,3,25,0,1,8,Orthodox,190.5,200.66,33,32,0,-6,1,-9,0,0,-6,0.0,-2.54,1,31.03333333,0.0,0.666666667,9.0,7.0,Red,2.0,0.0,0.0,2018
Red,False,Lightweight,MALE,3,1,3.86875,0.50125,0.375,0.8125,0.31625,4,39,0,7,5,Southpaw,175.26,177.8,3,3.522222222,0.321111111,0.555555556,0.111111111,0.055555556,1,18,0,3,5,Orthodox,190.5,193.04,30,39,-2,4,-3,21,0,4,0,-15.24,-15.24,-9,3.46527778,-0.180555556,0.701388889,14.0,12.0,Red,2.0,1.0,0.0,2018
Red,False,Lightweight,MALE,3,1,1.85,0.285,0.0,0.0,0.0,3,6,0,0,1,Orthodox,177.8,182.88,1,3.0,0.603333333,0.333333333,1.166666667,0.466666667,2,13,0,2,2,Orthodox,182.88,180.34,21,30,0,-3,-1,-7,0,-2,-1,-5.08,2.54,-9,-11.5,-0.333333333,-1.166666667,20.0,20.0,neither,0.0,0.0,0.0,2018
