Winner,title_bout,weight_class,gender,no_of_rounds,B_current_streak,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_decision,B_win_finish,B_Stance,B_Height_cms,B_Reach_cms,R_current_streak,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_decision,R_win_finish,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age,streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,decision_dif,finish_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,better_rank,rank_diff,B_is_35plus,R_is_35plus,year
Blue,False,Lightweight,MALE,3,-2,4.63,0.41,0.1,1.2,0.31,5,20,0,2,3,Orthodox,175.26,182.88,3,2.86,0.41,1.8,1.56,0.43,15,89,0,8,16,Southpaw,172.72,180.34,39,30,-5,-19,-10,-69,0,-6,-13,2.539999999999992,2.539999999999992,-9,1.77,-1.7,-0.3600000000000001,20.0,20.0,neither,0.0,0.0,1.0,2023
Red,False,Lightweight,MALE,3,-1,4.75,0.48,0.4,0.74,0.22,1,3,0,0,0,Switch,177.8,182.88,1,4.35,0.52,0.5,0.52,1.0,0,3,0,0,1,Southpaw,177.8,175.26,28,25,-2,-1,1,0,0,0,-1,0.0,7.620000000000003,-3,0.4000000000000003,-0.0999999999999999,0.2199999999999999,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Women's Bantamweight,FEMALE,3,2,4.16,0.54,1.6,0.35,0.5,2,16,0,1,4,Orthodox,167.64,167.64,-3,2.69,0.55,0.1,0.52,0.27,6,28,0,4,0,Orthodox,170.18,165.1,40,31,5,1,-4,-12,0,-3,4,-2.539999999999992,2.5400000000000205,-9,1.4700000000000002,1.5,-0.17,14.0,12.0,Red,2.0,0.0,1.0,2023
Red,False,Featherweight,MALE,3,0,2.0,0.26,0.0,0.0,0.0,0,0,0,0,0,Orthodox,172.72,175.26,-1,4.95,0.47,0.2,1.98,0.4,3,9,0,1,0,Orthodox,177.8,187.96,33,28,1,-1,-3,-9,0,-1,0,-5.0800000000000125,-12.700000000000015,-5,-2.95,-0.2,-1.98,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Light Heavyweight,MALE,3,1,3.59,0.46,0.0,1.55,0.35,2,7,0,1,0,Orthodox,187.96,198.12,1,2.71,0.47,0.5,1.15,0.38,12,74,1,6,14,Southpaw,190.5,203.2,39,37,0,-19,-10,-67,-1,-5,-14,-2.539999999999992,-5.079999999999984,-2,0.8799999999999999,-0.5,0.4000000000000001,20.0,20.0,neither,0.0,1.0,1.0,2023
Red,False,Welterweight,MALE,3,0,1.8,0.59,0.0,3.47,0.5,0,0,0,0,0,Orthodox,185.42,195.58,-2,3.36,0.49,0.9,1.54,0.35,2,7,0,0,1,Switch,177.8,170.18,26,32,2,-1,-2,-7,0,0,-1,7.620000000000003,25.40000000000001,6,-1.5599999999999998,-0.9,1.93,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Flyweight,MALE,3,-1,2.18,0.3,0.0,2.72,0.33,1,1,0,0,0,Southpaw,160.02,162.56,1,4.5,0.51,2.5,2.47,0.5,0,3,0,1,0,Orthodox,167.64,167.64,26,28,-2,-1,1,-2,0,-1,0,-7.620000000000003,-5.0800000000000125,2,-2.32,-2.5,0.25,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,True,Lightweight,MALE,5,12,6.19,0.57,0.2,1.84,0.37,0,42,7,8,4,Orthodox,167.64,180.34,11,2.46,0.6,1.0,3.17,0.6,1,28,2,4,8,Southpaw,177.8,177.8,31,34,1,0,-1,14,5,4,-4,-10.159999999999997,2.539999999999992,3,3.73,-0.8,-1.3299999999999998,20.0,0.0,Red,20.0,0.0,0.0,2023
Red,True,Featherweight,MALE,5,5,4.07,0.36,0.1,0.92,0.37,2,30,0,6,3,Orthodox,167.64,177.8,1,4.63,0.46,0.7,0.73,0.28,2,35,2,5,4,Orthodox,180.34,180.34,30,37,4,0,0,-5,-2,1,-1,-12.699999999999989,-2.539999999999992,7,-0.5599999999999996,-0.6,0.19,5.0,2.0,Red,3.0,1.0,0.0,2023
Red,False,Welterweight,MALE,3,4,4.38,0.47,0.5,0.8,0.39,4,35,0,5,5,Orthodox,190.5,198.12,4,7.2,0.53,0.3,0.27,0.2,0,6,0,1,3,Switch,180.34,185.42,26,32,0,6,4,29,0,4,2,10.159999999999997,12.699999999999989,6,-2.8200000000000003,0.2,0.53,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Heavyweight,MALE,3,-1,6.55,0.5,0.5,1.35,0.26,2,11,0,3,0,Orthodox,182.88,190.5,1,5.13,0.55,0.0,0.0,0.0,3,9,0,0,2,Southpaw,182.88,187.96,29,37,-2,1,-1,2,0,3,-2,0.0,2.539999999999992,8,1.42,0.5,1.35,20.0,20.0,neither,0.0,1.0,0.0,2023
Blue,False,Light Heavyweight,MALE,3,-3,3.46,0.4,0.0,0.0,0.0,3,7,0,0,1,Switch,190.5,198.12,2,3.11,0.61,0.9,0.94,0.36,3,12,0,0,5,Orthodox,190.5,200.66,31,29,-5,-4,0,-5,0,0,-4,0.0,-2.539999999999992,-2,0.3500000000000001,-0.9,-0.94,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,3,5.28,0.61,0.0,0.0,0.0,0,8,0,2,1,Southpaw,175.26,177.8,2,2.68,0.42,0.4,0.0,0.0,1,11,0,2,0,Orthodox,177.8,185.42,28,31,1,1,-1,-3,0,0,1,-2.5400000000000205,-7.620000000000003,3,2.6,-0.4,0.0,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Flyweight,MALE,3,-1,5.48,0.62,0.8,0.85,0.25,1,6,0,1,0,Orthodox,165.1,170.18,-1,6.58,0.38,0.0,0.0,0.0,1,2,0,0,0,Switch,167.64,167.64,33,27,0,1,0,4,0,1,0,-2.5400000000000205,2.539999999999992,-6,-1.0999999999999996,0.8,0.85,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Lightweight,MALE,3,0,3.46,0.5,0.8,0.0,0.0,0,0,0,0,0,Orthodox,177.8,175.26,1,4.46,0.47,0.1,2.46,0.34,3,14,0,1,2,Orthodox,182.88,187.96,28,20,-1,-3,-3,-14,0,-1,-2,-5.079999999999984,-12.700000000000015,-8,-1.0,0.7000000000000001,-2.46,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,-1,3.42,0.5,1.9,0.97,0.25,1,1,0,0,0,Orthodox,167.64,170.18,1,4.43,0.61,0.0,2.56,0.69,0,3,0,0,1,Switch,170.18,172.72,29,32,-2,-1,1,-2,0,0,-1,-2.539999999999992,-2.539999999999992,3,-1.0099999999999998,1.9,-1.59,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Women's Strawweight,FEMALE,3,1,2.66,0.49,0.0,0.58,0.6,2,10,0,2,0,Orthodox,160.02,160.02,1,4.14,0.58,0.2,2.04,0.5,2,18,0,4,0,Orthodox,154.94,154.94,27,30,0,-2,0,-8,0,-2,0,5.0800000000000125,5.0800000000000125,3,-1.4799999999999995,-0.2,-1.46,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Featherweight,MALE,3,1,4.96,0.5,0.9,0.45,0.1,0,1,0,0,1,Switch,172.72,172.72,-2,5.19,0.4,0.0,0.63,0.18,3,12,0,1,1,Orthodox,172.72,182.88,29,32,3,-1,-3,-11,0,-1,0,0.0,-10.159999999999997,3,-0.2300000000000004,0.9,-0.18,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Lightweight,MALE,3,0,4.74,0.46,0.0,1.06,0.2,0,0,0,0,0,Orthodox,177.8,182.88,1,3.17,0.39,0.0,2.13,0.39,2,20,0,3,2,Orthodox,172.72,172.72,32,25,-1,-5,-2,-20,0,-3,-2,5.0800000000000125,10.159999999999997,-7,1.5700000000000005,0.0,-1.0699999999999998,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Heavyweight,MALE,5,2,3.54,0.49,0.5,4.56,0.64,3,18,0,2,4,Orthodox,190.5,198.12,-2,2.6,0.5,0.0,0.59,0.28,8,55,2,4,13,Orthodox,190.5,200.66,37,28,4,-11,-5,-37,-2,-2,-9,0.0,-2.539999999999992,-9,0.94,0.5,3.97,12.0,7.0,Red,5.0,0.0,1.0,2023
Blue,False,Light Heavyweight,MALE,3,-1,2.99,0.55,0.1,2.35,0.33,7,34,0,6,1,Orthodox,182.88,190.5,-1,3.49,0.43,0.2,1.9,0.5,1,12,0,1,3,Orthodox,193.04,198.12,29,32,0,3,6,22,0,5,-2,-10.159999999999997,-7.620000000000003,3,-0.5,-0.1,0.4500000000000002,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Heavyweight,MALE,3,1,3.25,0.4,0.1,0.69,0.4,3,20,0,3,0,Southpaw,180.34,185.42,1,3.55,0.48,0.1,1.39,0.33,6,43,0,6,4,Orthodox,190.5,198.12,37,36,0,-7,-3,-23,0,-3,-4,-10.159999999999997,-12.699999999999989,-1,-0.2999999999999998,0.0,-0.7,15.0,10.0,Red,5.0,1.0,1.0,2023
Blue,False,Welterweight,MALE,3,-1,4.3,0.54,0.0,3.43,0.33,1,3,0,0,0,Southpaw,185.42,195.58,1,4.65,0.5,0.0,0.0,0.0,0,3,0,0,1,Southpaw,182.88,180.34,22,34,-2,-1,1,0,0,0,-1,2.5400000000000205,15.240000000000007,12,-0.3500000000000005,0.0,3.43,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Lightweight,MALE,3,1,6.48,0.46,0.4,0.82,0.18,0,3,0,1,0,Switch,182.88,175.26,2,2.77,0.51,0.6,1.89,1.0,0,4,0,0,2,Orthodox,172.72,175.26,28,28,-1,-1,0,-1,0,1,-2,10.159999999999997,0.0,0,3.71,-0.1999999999999999,-1.0699999999999998,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,2,2.74,0.42,1.2,4.83,0.34,0,4,0,1,1,Orthodox,170.18,180.34,2,2.39,0.47,0.9,0.0,0.0,0,2,0,0,2,Orthodox,177.8,185.42,27,26,0,0,0,2,0,1,-1,-7.620000000000003,-5.0800000000000125,-1,0.3500000000000001,0.2999999999999999,4.83,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Bantamweight,MALE,3,2,4.23,0.54,2.8,4.23,0.85,0,2,0,0,2,Southpaw,170.18,172.72,1,2.22,0.54,0.0,1.51,0.13,0,3,0,1,0,Orthodox,170.18,175.26,25,27,1,1,0,-1,0,-1,2,0.0,-2.539999999999992,2,2.01,2.8,2.7200000000000006,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Flyweight,MALE,3,2,3.51,0.48,3.7,2.23,0.3,0,2,0,0,2,Orthodox,170.18,167.64,2,2.69,0.42,0.0,1.02,0.27,0,6,0,2,0,Orthodox,167.64,162.56,26,27,0,0,0,-4,0,-2,2,2.539999999999992,5.0800000000000125,1,0.8199999999999998,3.7,1.21,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Middleweight,MALE,3,1,5.04,0.41,0.0,0.0,0.0,1,4,0,0,1,Orthodox,185.42,195.58,2,4.94,0.51,1.2,2.1,0.5,2,18,0,4,1,Orthodox,177.8,185.42,31,34,-1,-4,-1,-14,0,-4,0,7.620000000000003,10.159999999999997,3,0.0999999999999996,-1.2,-2.1,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Flyweight,MALE,3,1,1.69,0.49,1.8,2.72,0.37,0,3,0,0,1,Orthodox,162.56,157.48,2,3.23,0.69,2.8,2.41,0.41,0,5,0,1,1,Orthodox,170.18,177.8,23,26,-1,-1,0,-2,0,-1,0,-7.620000000000003,-20.32000000000002,3,-1.54,-0.9999999999999998,0.31,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,True,Light Heavyweight,MALE,5,3,7.31,0.54,0.0,0.0,0.0,1,15,0,1,5,Southpaw,193.04,200.66,-1,3.73,0.49,0.9,2.11,0.33,7,61,3,3,16,Orthodox,187.96,193.04,43,31,4,-13,-6,-46,-3,-2,-11,5.079999999999984,7.620000000000003,-12,3.58,-0.9,-2.11,7.0,2.0,Red,5.0,0.0,1.0,2023
Blue,True,Flyweight,MALE,5,1,3.8,0.43,0.5,1.73,0.45,3,40,5,3,5,Orthodox,170.18,177.8,1,3.09,0.55,1.8,1.44,0.42,2,33,5,3,7,Orthodox,165.1,172.72,35,29,0,-2,1,7,0,0,-2,5.0800000000000125,5.0800000000000125,-6,0.71,-1.3,0.29,1.0,0.0,Red,1.0,0.0,1.0,2023
Red,False,Welterweight,MALE,3,1,3.45,0.46,0.3,2.22,0.4,8,77,0,13,7,Orthodox,190.5,203.2,-1,3.36,0.48,0.5,1.95,0.35,5,45,1,6,7,Orthodox,177.8,180.34,36,35,2,7,3,32,-1,7,0,12.699999999999989,22.859999999999985,-1,0.0900000000000003,-0.2,0.2700000000000002,12.0,5.0,Red,7.0,1.0,1.0,2023
Blue,False,Women's Flyweight,FEMALE,3,2,6.68,0.5,0.4,2.54,0.54,7,44,4,6,8,Orthodox,154.94,157.48,1,4.05,0.39,0.1,1.03,0.25,5,39,1,5,3,Orthodox,165.1,170.18,39,31,1,6,2,5,3,1,5,-10.159999999999997,-12.700000000000015,-8,2.63,0.3,1.51,6.0,4.0,Red,2.0,0.0,1.0,2023
Blue,False,Light Heavyweight,MALE,3,1,3.87,0.56,1.0,0.5,1.0,4,18,0,1,5,Orthodox,198.12,208.28,-1,2.57,0.46,1.7,1.91,0.23,5,26,0,0,8,Orthodox,190.5,193.04,35,30,2,-2,-1,-8,0,1,-3,7.620000000000003,15.240000000000007,-5,1.3000000000000005,-0.7,-1.41,12.0,9.0,Red,3.0,0.0,1.0,2023
Blue,False,Light Heavyweight,MALE,3,-1,4.44,0.56,0.0,0.0,0.0,1,3,0,0,1,Southpaw,190.5,190.5,-2,3.57,0.5,0.7,2.01,0.48,13,84,4,5,22,Orthodox,185.42,193.04,41,26,1,-26,-12,-81,-4,-5,-21,5.079999999999984,-2.539999999999992,-15,0.8700000000000006,-0.7,-2.01,20.0,20.0,neither,0.0,0.0,1.0,2023
Blue,False,Middleweight,MALE,3,1,5.79,0.53,0.0,0.0,0.0,0,1,0,0,1,Orthodox,177.8,182.88,2,5.99,0.55,0.5,2.4,0.5,2,12,0,1,3,Orthodox,190.5,190.5,30,30,-1,-3,-2,-11,0,-1,-2,-12.699999999999989,-7.620000000000003,0,-0.2000000000000001,-0.5,-2.4,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Lightweight,MALE,3,0,5.11,0.45,0.6,1.87,0.37,0,0,0,0,0,Southpaw,177.8,180.34,1,2.47,0.39,1.3,1.53,0.4,4,24,0,3,3,Orthodox,175.26,177.8,27,26,-1,-6,-4,-24,0,-3,-3,2.5400000000000205,2.539999999999992,-1,2.64,-0.7000000000000001,0.3400000000000001,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Welterweight,MALE,3,1,7.49,0.55,0.0,1.8,0.57,1,7,0,2,0,Orthodox,185.42,193.04,1,6.08,0.37,7.2,4.8,1.0,0,1,0,0,1,Orthodox,185.42,182.88,25,35,0,1,1,6,0,2,-1,0.0,10.159999999999997,10,1.41,-7.2,-3.0,20.0,20.0,neither,0.0,1.0,0.0,2023
Blue,False,Heavyweight,MALE,3,4,3.81,0.64,2.5,6.4,0.68,0,5,0,0,4,Orthodox,190.5,200.66,-3,2.41,0.44,0.1,1.01,0.23,5,22,0,3,2,Orthodox,190.5,193.04,41,31,7,-1,-5,-17,0,-3,2,0.0,7.620000000000003,-10,1.4,2.4,5.390000000000001,20.0,15.0,Red,5.0,0.0,1.0,2023
Blue,False,Bantamweight,MALE,3,1,4.39,0.47,0.0,2.34,0.39,4,28,0,5,1,Orthodox,167.64,162.56,0,4.52,0.44,0.6,1.26,0.25,0,0,0,0,0,Orthodox,170.18,180.34,30,33,1,6,4,28,0,5,1,-2.539999999999992,-17.78,3,-0.1299999999999999,-0.6,1.0799999999999998,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Lightweight,MALE,3,1,4.46,0.52,1.0,3.52,0.36,2,6,0,0,3,Switch,177.8,185.42,1,4.91,0.57,0.0,1.11,0.28,0,3,0,1,0,Orthodox,172.72,180.34,27,28,0,2,2,3,0,-1,3,5.0800000000000125,5.0800000000000125,1,-0.4500000000000002,1.0,2.41,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Welterweight,MALE,3,1,3.93,0.43,0.1,1.18,0.31,3,25,0,4,0,Orthodox,180.34,187.96,-1,3.25,0.48,0.9,1.35,0.5,5,30,1,2,6,Orthodox,180.34,182.88,32,38,2,-4,-2,-5,-1,2,-6,0.0,5.0800000000000125,6,0.6800000000000002,-0.8,-0.1700000000000001,20.0,20.0,neither,0.0,1.0,0.0,2023
Red,False,Women's Featherweight,FEMALE,3,-2,4.55,0.31,0.0,0.0,0.0,2,2,0,0,0,Orthodox,172.72,182.88,2,7.22,0.44,0.0,0.0,0.0,0,4,0,1,1,Southpaw,157.48,170.18,29,39,-4,-2,2,-2,0,-1,-1,15.240000000000007,12.699999999999989,10,-2.67,0.0,0.0,20.0,20.0,neither,0.0,1.0,0.0,2023
Blue,False,Bantamweight,MALE,3,1,4.88,0.46,0.0,0.4,0.5,0,3,0,1,0,Orthodox,170.18,175.26,-1,2.82,0.41,1.6,1.21,0.25,1,6,0,1,0,Orthodox,162.56,182.88,31,29,2,0,-1,-3,0,0,0,7.620000000000003,-7.620000000000003,-2,2.06,-1.6,-0.8099999999999999,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Light Heavyweight,MALE,5,3,4.55,0.53,1.7,1.09,0.31,1,13,0,2,2,Orthodox,190.5,190.5,-2,5.82,0.41,0.2,0.92,0.64,5,49,1,8,4,Orthodox,185.42,193.04,31,27,5,-8,-4,-36,-1,-6,-2,5.079999999999984,-2.539999999999992,-4,-1.2700000000000005,1.5,0.17,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,4,3.02,0.4,1.6,2.44,0.34,2,19,0,2,3,Switch,180.34,180.34,-3,3.76,0.45,0.3,1.07,0.26,5,37,0,4,4,Orthodox,170.18,180.34,31,34,7,-3,-3,-18,0,-2,-1,10.159999999999997,0.0,3,-0.7399999999999998,1.3,1.37,20.0,13.0,Red,7.0,0.0,0.0,2023
Blue,False,Middleweight,MALE,3,1,4.72,0.53,0.0,0.47,0.5,2,9,0,0,1,Southpaw,182.88,190.5,1,4.04,0.45,0.0,0.9,0.4,2,13,0,1,3,Southpaw,180.34,182.88,30,31,0,-3,0,-4,0,-1,-2,2.539999999999992,7.620000000000003,1,0.6799999999999997,0.0,-0.43,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Women's Bantamweight,FEMALE,3,4,4.02,0.5,0.6,0.93,0.27,5,46,1,8,3,Orthodox,170.18,170.18,2,3.04,0.41,0.6,1.51,0.44,2,28,0,6,1,Orthodox,172.72,172.72,31,34,2,4,3,18,1,2,2,-2.539999999999992,-2.539999999999992,3,0.9799999999999996,0.0,-0.58,5.0,2.0,Red,3.0,0.0,0.0,2023
Red,False,Bantamweight,MALE,3,1,5.38,0.51,0.4,1.8,0.37,2,22,0,3,3,Orthodox,170.18,170.18,3,4.85,0.7,0.9,4.28,0.45,0,6,0,1,2,Orthodox,172.72,175.26,27,35,-2,3,2,16,0,2,1,-2.539999999999992,-5.079999999999984,8,0.5300000000000002,-0.5,-2.4800000000000004,20.0,11.0,Red,9.0,1.0,0.0,2023
Red,False,Bantamweight,MALE,3,1,2.0,0.38,0.0,1.47,0.14,0,1,0,0,1,Orthodox,167.64,180.34,3,5.65,0.61,0.2,2.09,0.5,0,9,0,2,1,Orthodox,175.26,175.26,27,23,-2,-2,0,-8,0,-2,0,-7.619999999999976,5.0800000000000125,-4,-3.65,-0.2,-0.6199999999999999,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Middleweight,MALE,3,-1,3.37,0.48,0.2,0.89,0.38,5,18,0,0,5,Orthodox,177.8,185.42,1,4.65,0.57,0.0,0.76,0.5,0,1,0,0,1,Orthodox,185.42,195.58,30,37,-2,4,5,17,0,0,4,-7.620000000000003,-10.159999999999997,7,-1.2800000000000002,0.2,0.13,20.0,20.0,neither,0.0,1.0,0.0,2023
Red,False,Lightweight,MALE,3,0,2.83,0.46,0.0,2.5,0.45,0,0,0,0,0,Orthodox,177.8,182.88,1,5.57,0.53,1.2,3.5,0.66,0,1,0,0,1,Southpaw,170.18,167.64,30,25,-1,-1,0,-1,0,0,-1,7.620000000000003,15.23999999999998,-5,-2.74,-1.2,-1.0,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Flyweight,MALE,3,2,5.51,0.46,0.3,1.24,0.16,0,6,0,2,0,Orthodox,172.72,170.18,1,3.21,0.61,0.9,1.55,0.26,2,9,0,1,0,Orthodox,172.72,175.26,31,29,1,1,-2,-3,0,1,0,0.0,-5.079999999999984,-2,2.3,-0.6000000000000001,-0.31,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,0,0.93,0.31,1.0,0.0,0.0,0,0,0,0,0,Southpaw,175.26,187.96,-1,2.35,0.47,1.9,2.54,0.5,1,3,0,0,0,Southpaw,170.18,172.72,29,26,1,0,-1,-3,0,0,0,5.079999999999984,15.240000000000007,-3,-1.42,-0.8999999999999999,-2.54,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Flyweight,MALE,3,2,1.99,0.5,4.4,1.66,0.27,0,4,0,0,2,Orthodox,170.18,172.72,1,4.23,0.52,0.2,0.23,0.14,1,6,0,1,0,Switch,175.26,177.8,32,32,1,1,-1,-2,0,-1,2,-5.079999999999984,-5.0800000000000125,0,-2.24,4.2,1.43,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Middleweight,MALE,5,-1,5.82,0.41,0.2,0.92,0.64,4,44,1,8,4,Orthodox,185.42,193.04,-1,4.68,0.52,0.0,0.44,0.42,6,35,1,2,6,Switch,180.34,195.58,38,31,0,4,-2,9,0,6,-2,5.0800000000000125,-2.5400000000000205,-7,1.1400000000000006,0.2,0.48,7.0,3.0,Red,4.0,0.0,1.0,2022
Red,False,Lightweight,MALE,3,5,3.36,0.42,0.0,1.0,0.28,0,15,0,5,0,Orthodox,177.8,187.96,-1,3.82,0.48,0.0,3.43,0.36,2,20,0,3,2,Orthodox,170.18,182.88,26,31,6,0,-2,-5,0,2,-2,7.620000000000003,5.0800000000000125,5,-0.4599999999999999,0.0,-2.43,12.0,9.0,Red,3.0,0.0,0.0,2022
Red,False,Flyweight,MALE,3,1,3.82,0.43,0.0,0.0,0.0,0,3,0,1,0,Orthodox,162.56,170.18,3,2.8,0.39,0.7,1.71,0.33,0,5,0,1,2,Orthodox,165.1,172.72,29,26,-2,-2,0,-2,0,0,-2,-2.539999999999992,-2.539999999999992,-3,1.02,-0.7,-1.71,20.0,8.0,Red,12.0,0.0,0.0,2022
Red,False,Featherweight,MALE,3,3,6.22,0.48,0.6,1.66,0.46,5,28,0,3,4,Southpaw,185.42,187.96,-1,4.16,0.5,0.7,0.56,0.68,11,67,0,9,5,Southpaw,177.8,185.42,34,33,4,-7,-6,-39,0,-6,-1,7.620000000000003,2.539999999999992,-1,2.06,-0.0999999999999999,1.1,20.0,20.0,neither,0.0,0.0,0.0,2022
Red,False,Lightweight,MALE,3,-1,6.15,0.52,0.3,1.21,0.37,10,64,0,9,5,Orthodox,177.8,180.34,2,4.58,0.4,0.1,0.68,0.17,7,40,0,3,9,Southpaw,172.72,177.8,34,36,-3,2,3,24,0,6,-4,5.0800000000000125,2.539999999999992,2,1.5700000000000005,0.1999999999999999,0.5299999999999999,20.0,20.0,neither,0.0,1.0,0.0,2022
Blue,False,Middleweight,MALE,3,1,5.12,0.5,0.0,0.76,0.44,3,16,0,1,4,Southpaw,182.88,187.96,2,1.69,0.54,1.1,2.51,0.5,2,6,0,0,2,Orthodox,182.88,182.88,28,27,-1,3,1,10,0,1,2,0.0,5.0800000000000125,-1,3.43,-1.1,-1.7499999999999998,20.0,20.0,neither,0.0,0.0,0.0,2022
Blue,False,Women's Strawweight,FEMALE,3,1,3.01,0.4,0.5,2.04,0.56,1,11,0,2,1,Orthodox,160.02,147.32,2,4.93,0.5,0.2,0.25,0.33,1,10,0,2,1,Switch,160.02,160.02,27,23,-1,0,0,1,0,0,0,0.0,-12.700000000000015,-4,-1.92,0.3,1.79,20.0,20.0,neither,0.0,0.0,0.0,2022
Blue,False,Welterweight,MALE,3,-1,4.06,0.43,0.1,1.02,0.58,2,14,0,2,2,Switch,185.42,190.5,1,3.27,0.45,0.7,1.71,0.41,5,39,0,5,6,Orthodox,180.34,185.42,28,30,-2,-7,-3,-25,0,-3,-4,5.0800000000000125,5.079999999999984,2,0.7899999999999996,-0.6,-0.69,20.0,20.0,neither,0.0,0.0,0.0,2022
Red,False,Bantamweight,MALE,3,2,2.05,0.51,1.9,6.63,0.48,0,6,0,1,1,Orthodox,172.72,175.26,3,3.55,0.47,1.4,1.01,0.16,1,12,0,2,3,Orthodox,172.72,177.8,30,27,-1,-3,-1,-6,0,-1,-2,0.0,-2.5400000000000205,-3,-1.5,0.5,5.62,20.0,15.0,Red,5.0,0.0,0.0,2022
Red,False,Lightweight,MALE,3,2,2.91,0.26,0.0,0.0,0.0,0,4,0,1,1,Orthodox,182.88,180.34,-1,4.19,0.42,0.3,3.61,0.44,3,14,0,1,1,Orthodox,170.18,177.8,28,23,3,0,-3,-10,0,0,0,12.699999999999989,2.539999999999992,-5,-1.2800000000000002,-0.3,-3.61,20.0,20.0,neither,0.0,0.0,0.0,2022
Blue,False,Welterweight,MALE,3,1,3.2,0.67,0.5,5.82,0.63,0,3,0,1,0,Orthodox,182.88,187.96,3,4.52,0.54,0.6,0.94,0.25,0,6,0,1,2,Orthodox,185.42,195.58,28,31,-2,-2,0,-3,0,0,-2,-2.5400000000000205,-7.620000000000003,3,-1.3199999999999994,-0.0999999999999999,4.880000000000001,20.0,20.0,neither,0.0,0.0,0.0,2022
Blue,False,Flyweight,MALE,3,2,5.12,0.54,0.4,0.65,0.37,2,8,0,0,2,Southpaw,165.1,172.72,-1,3.48,0.43,0.2,0.58,0.3,1,10,0,2,1,Orthodox,165.1,172.72,30,29,3,-1,1,-2,0,-2,1,0.0,0.0,-1,1.64,0.2,0.07,12.0,9.0,Red,3.0,0.0,0.0,2022
Red,False,Bantamweight,MALE,3,1,2.64,0.32,0.3,0.56,0.16,2,8,0,1,0,Orthodox,165.1,170.18,1,3.01,0.43,0.0,3.63,0.31,2,10,0,2,0,Orthodox,167.64,170.18,33,33,0,-1,0,-2,0,-1,0,-2.5400000000000205,0.0,0,-0.3699999999999996,0.3,-3.07,20.0,20.0,neither,0.0,0.0,0.0,2022
Red,False,Lightweight,MALE,3,1,5.32,0.57,0.0,2.01,0.4,4,28,0,6,1,Orthodox,175.26,172.72,3,4.19,0.46,2.4,0.97,0.25,0,4,0,0,3,Orthodox,177.8,185.42,27,34,-2,4,4,24,0,6,-2,-2.5400000000000205,-12.700000000000015,7,1.13,-2.4,1.0399999999999998,20.0,20.0,neither,0.0,0.0,0.0,2022
